customer_id,store_id,first_name,last_name,email,address_id,active
72,1,Carmelita,Lebsack,maryam.rodriguez@yahoo.com,445,false
73,2,Chan,Osinski,leonard.adams@hotmail.com,273,true
74,2,Shawnta,Bradtke,mel.padberg@gmail.com,219,true
75,1,Jeannette,Senger,tabetha.ortiz@yahoo.com,100,false
76,1,Hermelinda,Wiegand,toshiko.hansen@hotmail.com,108,false
77,1,Joesph,Volkman,laurette.beahan@yahoo.com,357,true
78,2,Donte,Kemmer,hayden.davis@hotmail.com,45,false
79,2,Edison,Beier,toni.schneider@yahoo.com,23,false
80,2,Coy,Stanton,byron.flatley@gmail.com,406,true
81,1,Dean,Bins,ozzie.nader@gmail.com,341,false
82,1,Trent,Price,wilfredo.kuphal@yahoo.com,338,false
83,1,Rutha,Krajcik,tammy.ebert@hotmail.com,462,true
84,2,Magaly,Krajcik,shin.bogisich@yahoo.com,121,false
85,2,Ezekiel,Reichel,charlie.boyle@gmail.com,300,true
86,2,Maybell,Rempel,donn.larkin@hotmail.com,125,true
87,1,Mandie,Miller,myrtis.streich@hotmail.com,416,true
88,2,Chae,Schmitt,kyle.mills@hotmail.com,371,false
89,1,Chun,O'Hara,chas.okeefe@yahoo.com,171,true
90,2,Oswaldo,Kris,maynard.rolfson@gmail.com,391,false
91,2,Daisey,Bergnaum,gil.pouros@gmail.com,21,true
92,2,Tiffany,Haley,dwain.wunsch@hotmail.com,76,false
93,1,Stewart,Graham,winnifred.bode@yahoo.com,34,false
94,1,Ferne,Greenholt,lee.dubuque@hotmail.com,453,true
95,2,Jamaal,Boyer,donny.price@hotmail.com,357,false
96,1,Lyndia,Hartmann,shanelle.herzog@yahoo.com,5,true
97,1,Stan,Nicolas,kum.roob@gmail.com,106,true
98,2,Rory,Toy,denny.hilll@hotmail.com,323,true
99,2,Renaldo,Stiedemann,sean.kreiger@gmail.com,224,true
100,2,Kizzie,Abbott,renna.ledner@gmail.com,209,false
101,2,Otha,Schaefer,javier.leuschke@yahoo.com,349,true
102,2,Robin,Rutherford,zaida.bayer@yahoo.com,404,true
103,1,Elvia,Steuber,mauricio.ebert@gmail.com,187,true
104,2,Johnny,Flatley,lane.funk@yahoo.com,80,true
105,1,Mitsue,Mitchell,letha.kris@hotmail.com,245,true
106,1,Minh,Koss,timmy.ohara@hotmail.com,469,false
107,1,Arnoldo,Harvey,dennise.stamm@gmail.com,47,true
108,1,Sammy,Frami,andrea.jast@yahoo.com,332,false
109,2,Danilo,Ruecker,lanny.greenholt@gmail.com,339,true
110,1,Maribeth,Morissette,carmine.bogisich@hotmail.com,265,false
111,2,Lucas,Nienow,lianne.stiedemann@yahoo.com,209,false
112,2,Mary,Borer,hedwig.collier@yahoo.com,76,false
113,1,Candace,Zboncak,ericka.rippin@gmail.com,97,true
114,1,Cecelia,Quigley,mitzie.beahan@yahoo.com,347,false
115,2,Elias,Cummerata,maureen.mayert@gmail.com,446,true
116,2,Bobby,Nienow,lenore.gibson@yahoo.com,394,true
117,1,Ruben,Anderson,manual.cronin@hotmail.com,407,false
118,1,Whitney,MacGyver,luke.conroy@gmail.com,172,true
119,1,Yong,Kirlin,lucio.hamill@hotmail.com,125,false
120,1,Kecia,Skiles,clara.lehner@gmail.com,194,false
121,2,Ronda,D'Amore,chaya.zboncak@gmail.com,216,false
122,2,Isabell,Labadie,lynetta.kassulke@yahoo.com,216,false
123,2,Verda,Jakubowski,eloy.zieme@hotmail.com,442,false
124,2,Bridgette,Gleichner,eula.kiehn@hotmail.com,485,true
125,2,Bettina,Yost,bennett.cassin@yahoo.com,296,false
126,2,Fe,Mante,quincy.streich@yahoo.com,135,true
127,2,Duncan,Hamill,darcel.rodriguez@yahoo.com,414,false
128,1,Rowena,Maggio,daryl.leannon@yahoo.com,100,false
129,1,Starr,Raynor,everette.kshlerin@gmail.com,65,true
130,1,Tad,Wisoky,barton.bashirian@hotmail.com,109,true
131,1,Junior,Schmeler,doyle.wisoky@gmail.com,453,false
132,1,Wesley,Jast,percy.volkman@hotmail.com,356,false
133,2,Gayle,Hamill,pablo.kutch@yahoo.com,387,false
134,2,Odis,Vandervort,patrick.stiedemann@yahoo.com,382,true
135,2,Dominick,Wisozk,marilynn.mcglynn@gmail.com,440,false
136,1,Deonna,Cruickshank,basilia.fahey@hotmail.com,378,false
137,1,Wade,Hintz,mickie.aufderhar@gmail.com,421,false
138,1,Zane,Gislason,cristobal.schiller@gmail.com,361,true
139,1,Stan,Yundt,erik.green@yahoo.com,273,true
140,1,Tran,Okuneva,lovella.kuphal@yahoo.com,356,false
141,1,Gema,Cummerata,socorro.mcclure@yahoo.com,260,false
142,1,Irvin,Smitham,ron.rath@yahoo.com,453,true
143,2,Brant,Donnelly,leonida.willms@yahoo.com,360,false
144,2,Anderson,Kemmer,fernando.erdman@hotmail.com,499,true
145,2,Sergio,Moore,kelley.vonrueden@yahoo.com,427,true
146,2,Wilson,Spinka,sandy.weber@hotmail.com,426,false
147,2,Glady,Wisozk,sallie.wunsch@hotmail.com,260,true
148,1,Frankie,Tromp,leslie.heidenreich@hotmail.com,302,false
149,2,Trang,Bogan,joesph.ziemann@hotmail.com,92,false
150,2,Stewart,Olson,royce.simonis@hotmail.com,221,false
151,1,Mendy,Ebert,neomi.predovic@gmail.com,119,true
152,1,Ronny,Runolfsson,cole.connelly@hotmail.com,145,true
153,2,Tasia,Smith,rutha.wehner@yahoo.com,406,false
154,2,Darleen,Luettgen,carmelo.schowalter@gmail.com,378,false
155,1,Noel,Hintz,garrett.wolf@gmail.com,147,true
156,2,Young,Koch,cherri.bernhard@yahoo.com,139,true
157,2,Melynda,Padberg,latonya.okeefe@yahoo.com,230,false
158,2,Carmine,Kling,merrill.vonrueden@gmail.com,399,false
159,2,Elias,Ullrich,buddy.huel@gmail.com,103,true
160,2,Moshe,Treutel,emeline.mertz@hotmail.com,350,false
161,2,Camille,Reilly,valentina.schneider@gmail.com,181,true
162,1,Winfred,Barton,shaun.pollich@gmail.com,266,false
163,2,Jeannie,Veum,lakisha.donnelly@gmail.com,406,true
164,2,Genny,Towne,apryl.stroman@gmail.com,171,true
165,1,Fidel,Bosco,alexander.stoltenberg@hotmail.com,130,false
166,2,Travis,Haag,doreen.rohan@gmail.com,485,true
167,1,Clemmie,King,damaris.casper@gmail.com,363,false
168,1,Kena,Breitenberg,claribel.hills@gmail.com,74,false
169,2,Lucien,Kunze,leonora.kuphal@hotmail.com,241,true
170,2,Mauro,Moore,xenia.sipes@yahoo.com,327,false
171,2,Alberto,Adams,nicolas.swaniawski@hotmail.com,57,true
172,2,Alona,Kovacek,avery.purdy@yahoo.com,284,true
173,2,Jae,Gislason,branden.johnston@gmail.com,356,false
174,1,Felicitas,Bernier,shalonda.deckow@gmail.com,211,false
175,1,Josette,O'Keefe,isobel.raynor@yahoo.com,185,false
176,1,Marvin,Berge,richie.mccullough@gmail.com,248,false
177,1,Dudley,Terry,rashad.roberts@yahoo.com,72,false
178,2,Dorethea,Kiehn,woodrow.satterfield@gmail.com,61,true
179,2,Lyndon,Huels,chelsea.gutkowski@gmail.com,15,true
180,2,Weldon,Lubowitz,florinda.ankunding@yahoo.com,368,false
181,1,Mikel,Kshlerin,chester.rosenbaum@yahoo.com,483,false
182,2,Arnoldo,Nitzsche,michal.fisher@gmail.com,232,true
183,1,Florene,Nader,milda.boehm@yahoo.com,494,true
184,2,Salvador,Fahey,jaquelyn.leannon@hotmail.com,196,true
185,1,Leo,Lindgren,bess.halvorson@gmail.com,354,true
186,2,Lyn,Von,jeana.hoppe@yahoo.com,491,false
187,1,Meridith,Stroman,rodger.dietrich@hotmail.com,325,true
188,1,Franklin,Johnson,hilton.dare@gmail.com,351,false
189,1,Nora,Goodwin,barton.armstrong@yahoo.com,123,true
190,1,Stanley,Cummerata,delta.tromp@hotmail.com,136,true
191,1,Bruno,Kohler,valery.breitenberg@hotmail.com,475,true
192,2,Burl,Johns,donn.murray@yahoo.com,123,true
193,1,Burton,Huels,weston.collier@yahoo.com,254,true
194,1,Dustin,Gusikowski,anabel.volkman@hotmail.com,370,false
195,2,Dale,Cartwright,lesley.schumm@yahoo.com,359,true
196,1,Stacy,McGlynn,lesley.hudson@gmail.com,147,false
197,1,Stanford,Hand,deandre.kutch@gmail.com,97,false
198,1,Hong,Swaniawski,alonzo.schneider@gmail.com,40,true
199,2,Marg,Powlowski,charles.kerluke@hotmail.com,233,true
200,1,Audria,Senger,arlen.romaguera@yahoo.com,283,false
201,2,Dexter,Turner,isidro.jenkins@hotmail.com,236,false
202,2,Samella,Howell,mose.mcdermott@hotmail.com,114,true
203,2,Lauren,Lowe,vince.blanda@gmail.com,412,true
204,2,Jed,Spinka,cristobal.okeefe@hotmail.com,399,true
205,1,Jules,Hills,jaymie.durgan@hotmail.com,423,true
206,2,Christian,Hirthe,loren.hackett@yahoo.com,177,true
207,2,Jacqulyn,Yost,victorina.lueilwitz@gmail.com,344,true
208,1,Rosena,Walker,caroll.harber@hotmail.com,129,false
209,2,Avery,Beahan,colby.trantow@yahoo.com,71,true
210,2,Darwin,Block,ping.strosin@hotmail.com,256,false
211,1,Lonnie,Schaefer,philomena.hintz@yahoo.com,236,true
212,1,Bryon,Harris,oren.romaguera@yahoo.com,213,true
213,2,Lashawn,Harber,coretta.witting@hotmail.com,137,true
214,1,Ramon,Farrell,rayna.bartell@yahoo.com,58,true
215,1,Annamarie,Tremblay,ming.schinner@yahoo.com,122,true
216,1,Clarence,Schmidt,veda.wolf@hotmail.com,248,false
217,2,Andree,Keebler,wiley.fisher@yahoo.com,48,true
218,2,Myra,Haag,etta.gutkowski@hotmail.com,420,false
219,2,Abdul,Bins,lucio.price@yahoo.com,412,true
220,1,Millie,Dickens,hong.boyle@yahoo.com,260,false
221,1,Laureen,Blick,kary.macgyver@yahoo.com,272,true
222,2,Kristen,Homenick,elodia.marquardt@gmail.com,402,true
223,2,Jessika,Ward,yung.hills@gmail.com,364,true
224,1,Nathanael,Langworth,winfred.ullrich@yahoo.com,199,true
225,1,Neville,Kub,eboni.ritchie@yahoo.com,347,true
226,1,Silas,Corkery,cecil.kiehn@hotmail.com,349,false
227,2,Alden,Morar,brock.dare@yahoo.com,362,true
228,2,Edie,Marquardt,edgar.ratke@yahoo.com,8,false
229,1,Dirk,Botsford,jamey.corwin@hotmail.com,484,true
230,2,Reyes,Ruecker,israel.mclaughlin@hotmail.com,184,true
231,1,Tyron,Crooks,dawn.blanda@hotmail.com,158,true
232,2,Ann,Metz,christeen.sawayn@yahoo.com,235,true
233,1,Librada,O'Connell,akiko.jacobi@gmail.com,131,false
234,1,Angelo,Deckow,gaston.hickle@gmail.com,252,true
235,1,Antonia,Braun,emmanuel.ortiz@gmail.com,33,true
236,2,Justa,Hansen,rene.shanahan@gmail.com,157,true
237,1,Julee,Schroeder,caterina.bayer@yahoo.com,453,true
238,2,Gregory,Wiza,erwin.effertz@yahoo.com,147,false
239,1,Gino,Fisher,herb.russel@yahoo.com,81,true
240,2,Patsy,Abernathy,azucena.dicki@gmail.com,299,false
241,2,Gail,Rice,kyung.friesen@gmail.com,210,false
242,1,Deon,Labadie,brianne.schaden@yahoo.com,45,false
243,2,Teodoro,Marvin,damon.ullrich@gmail.com,310,false
244,2,Boyd,D'Amore,sean.herman@yahoo.com,137,true
245,2,Magdalene,Kovacek,margarite.gulgowski@yahoo.com,472,true
246,1,Elaina,Larson,cuc.okon@gmail.com,462,true
247,1,Charla,Hermann,parker.wisozk@hotmail.com,143,true
248,1,Pasquale,Dare,dana.ferry@gmail.com,103,true
249,2,Tracy,Schoen,mitchel.bernhard@hotmail.com,483,true
250,1,Hilde,Stehr,tona.fadel@hotmail.com,364,false
251,1,Emilee,Windler,stacey.doyle@gmail.com,450,true
252,1,Ching,Wolf,russel.davis@hotmail.com,23,true
253,2,Marilee,Skiles,fermin.kulas@gmail.com,342,true
254,2,Erik,Koss,jimmie.hand@gmail.com,309,false
255,1,Stephani,Pouros,maricela.funk@hotmail.com,496,false
256,2,Leslee,Waelchi,kaley.toy@yahoo.com,58,false
257,1,Wendell,Connelly,juan.padberg@yahoo.com,269,false
258,2,Ashli,O'Reilly,heath.kilback@hotmail.com,394,false
259,2,Kareen,Graham,emil.gleichner@yahoo.com,122,true
260,2,Myra,Schaefer,artie.orn@yahoo.com,369,true
261,2,Orlando,Littel,forrest.kuphal@yahoo.com,483,false
262,2,Amanda,Gerlach,hung.ryan@hotmail.com,87,true
263,1,Ethelyn,Sawayn,jeromy.effertz@yahoo.com,65,true
264,1,Lewis,Kuhlman,mel.mcdermott@gmail.com,357,true
265,1,Cletus,Turner,quinton.zemlak@hotmail.com,162,false
266,1,Dreama,Ruecker,aide.krajcik@yahoo.com,199,false
267,2,Coy,Metz,harlan.ruecker@gmail.com,168,true
268,1,Isreal,Muller,odell.daniel@gmail.com,71,false
269,1,Tristan,Bogisich,gene.terry@hotmail.com,131,true
270,2,Delta,Spencer,abram.kuhlman@hotmail.com,379,true
271,1,Enrique,Lockman,lesha.pfannerstill@gmail.com,332,false
272,2,Bobbye,Heathcote,tod.toy@yahoo.com,282,true
273,2,Marquis,Beatty,ettie.kassulke@gmail.com,166,false
274,2,Marlen,Moen,zona.pouros@yahoo.com,90,false
275,1,Louvenia,Jast,jewell.dicki@yahoo.com,497,true
276,1,Byron,Abshire,vickey.adams@hotmail.com,314,false
277,2,Sheldon,Littel,dannielle.ernser@yahoo.com,486,true
278,1,Thaddeus,Wilderman,kurt.waters@hotmail.com,388,false
279,1,Teisha,Lakin,yun.hammes@hotmail.com,217,true
280,1,Brandee,Wilkinson,jeanetta.reichel@yahoo.com,242,true
281,2,Emilee,Grimes,janise.friesen@gmail.com,140,false
282,2,Lynn,Feest,maybelle.cummerata@hotmail.com,1,false
283,2,Jazmin,Gusikowski,nohemi.wiza@hotmail.com,422,true
284,2,Lucilla,Smitham,dewitt.langworth@yahoo.com,224,false
285,2,Lyndon,Morar,brady.hahn@gmail.com,254,false
286,2,Mara,Reynolds,christian.pouros@yahoo.com,74,true
287,2,Fern,Jast,phillip.boyle@hotmail.com,85,true
288,2,Jason,Rempel,charlene.muller@yahoo.com,484,false
289,2,Olene,Kautzer,karl.vandervort@hotmail.com,68,true
290,1,Elvis,Ernser,evelina.stark@yahoo.com,295,false
291,2,Tamar,Lowe,tammy.powlowski@hotmail.com,192,false
292,2,Kenneth,Hamill,stephany.hansen@gmail.com,451,false
293,2,Reggie,Ritchie,kacey.schaden@gmail.com,318,false
294,2,Tamica,Huels,johnette.macejkovic@gmail.com,247,false
295,1,Steven,Little,hershel.huels@yahoo.com,412,true
296,2,Salvador,Bergstrom,anibal.wiza@hotmail.com,177,false
297,1,James,Collier,june.botsford@gmail.com,344,false
298,1,Hank,Marvin,cyndy.cremin@gmail.com,364,false
299,2,Carter,Kilback,jackelyn.rutherford@yahoo.com,282,true
300,1,Wanetta,Lockman,long.vandervort@hotmail.com,217,false
301,2,Blaine,Erdman,erminia.watsica@yahoo.com,327,false
302,1,Ira,Torphy,tawanda.wisozk@yahoo.com,275,true
303,1,Vikki,McClure,isaac.welch@gmail.com,485,false
304,1,Allan,Thiel,johnson.zulauf@hotmail.com,282,false
305,1,Dayna,Kertzmann,addie.west@yahoo.com,458,true
306,2,Cameron,Hermiston,lara.doyle@hotmail.com,341,false
307,2,Clorinda,Lowe,irwin.crona@gmail.com,54,false
308,1,Mae,Zemlak,billy.gulgowski@yahoo.com,451,true
309,1,Erick,Ruecker,xavier.hagenes@yahoo.com,78,true
310,2,Carol,Waters,ruben.shields@gmail.com,321,true
311,1,Gerald,Kuphal,danial.mccullough@gmail.com,267,true
312,2,Alvin,Gulgowski,james.hahn@gmail.com,345,true
313,1,Johnny,Waelchi,grover.wehner@gmail.com,198,false
314,1,Clifton,Pfannerstill,albert.hansen@hotmail.com,461,true
315,1,Zada,Paucek,roberta.witting@yahoo.com,137,true
316,2,Kenton,Torp,tari.hackett@hotmail.com,365,false
317,1,Ferdinand,Green,shannon.graham@yahoo.com,383,true
318,2,Doris,O'Conner,bryce.abernathy@yahoo.com,484,false
319,2,Monty,Hoeger,newton.thiel@hotmail.com,393,false
320,1,Princess,Green,christopher.pagac@gmail.com,433,false
321,2,Magali,Bradtke,kira.yost@yahoo.com,275,false
322,1,Herman,Rath,dorine.greenholt@yahoo.com,494,true
323,2,Gale,Paucek,sharyn.mosciski@gmail.com,390,false
324,1,Shannon,Beatty,joe.witting@gmail.com,17,true
325,1,Johnie,Wintheiser,lajuana.fritsch@hotmail.com,225,false
326,1,Jeff,Anderson,preston.sauer@yahoo.com,227,true
327,2,Sang,Lang,irwin.crooks@gmail.com,358,true
328,1,Athena,Mayert,royce.rice@yahoo.com,318,true
329,2,Cary,Stiedemann,alphonse.effertz@gmail.com,498,true
330,1,Jeromy,Prohaska,sal.conroy@yahoo.com,266,true
331,2,Gregory,Zieme,tesha.corkery@gmail.com,62,true
332,1,Marisela,McKenzie,janessa.feil@yahoo.com,266,true
333,2,Isiah,Heathcote,elfrieda.tillman@gmail.com,367,true
334,2,Tammi,White,aleida.mante@hotmail.com,79,true
335,2,Toya,Smitham,jetta.lakin@yahoo.com,244,false
336,2,Sung,Reichert,mario.koelpin@hotmail.com,459,true
337,1,Enrique,Wiegand,chun.bergnaum@yahoo.com,380,false
338,2,Garland,O'Conner,brad.funk@hotmail.com,399,true
339,2,Stephani,Cormier,barabara.stamm@gmail.com,392,true
340,2,Hisako,Boyer,rebecka.altenwerth@yahoo.com,430,false
341,1,Jeffry,Hodkiewicz,elsa.runolfsson@gmail.com,304,false
342,1,Federico,Boyle,anne.johnston@yahoo.com,392,false
343,1,Nia,Larkin,orlando.lakin@yahoo.com,43,false
344,1,Raleigh,Sawayn,gil.nader@gmail.com,205,true
345,1,Derek,Rohan,farah.klein@gmail.com,119,true
346,2,Kiersten,Dooley,bruce.wolff@yahoo.com,89,false
347,2,Cesar,Davis,sanora.orn@yahoo.com,237,true
348,2,Tinisha,Toy,tyron.weimann@gmail.com,217,false
349,2,Dell,Windler,winona.monahan@yahoo.com,469,false
350,1,Trinh,Roob,cassaundra.gulgowski@yahoo.com,60,true
351,2,Bennie,Larkin,bee.sanford@hotmail.com,221,false
352,2,Hilton,Hintz,andres.lowe@yahoo.com,494,true
353,2,Lyle,Buckridge,chandra.jast@gmail.com,299,true
354,1,Janae,Jerde,luis.mcclure@hotmail.com,219,true
355,2,Tim,Skiles,vasiliki.rutherford@hotmail.com,248,true
356,2,Muoi,Jacobi,bryon.adams@yahoo.com,239,false
357,2,Daina,Kuvalis,alice.carroll@yahoo.com,57,true
358,2,Leida,White,moises.kunze@gmail.com,204,false
359,1,Edgar,Weimann,bettina.reichert@gmail.com,254,false
360,1,Caleb,Steuber,ranee.jenkins@hotmail.com,50,false
361,2,Alfonso,Dietrich,kanisha.kassulke@hotmail.com,296,false
362,1,Buck,Ledner,shasta.crona@yahoo.com,143,true
363,2,Wilbur,Mosciski,ezekiel.buckridge@gmail.com,57,true
364,2,Kurt,Reynolds,wanetta.west@gmail.com,363,false
365,2,Emogene,Ledner,dominic.gleason@hotmail.com,178,false
366,1,Kareem,Rau,venita.rosenbaum@hotmail.com,101,false
367,2,Rashida,Mosciski,maritza.grant@hotmail.com,17,false
368,1,Lupe,Fay,forrest.conroy@gmail.com,330,true
369,2,Randolph,Lindgren,luanna.douglas@hotmail.com,281,false
370,2,Tod,Kiehn,julene.ankunding@hotmail.com,39,false
371,2,Jamal,Koepp,walter.hoeger@hotmail.com,80,true
372,2,Columbus,Robel,kent.feest@hotmail.com,443,false
373,1,Scotty,Russel,shemika.metz@yahoo.com,116,true
374,2,Wesley,Mosciski,chrystal.streich@gmail.com,377,false
375,1,Marlin,Thompson,manual.jaskolski@yahoo.com,464,true
376,2,Erik,Nicolas,elden.wuckert@yahoo.com,72,false
377,2,John,Witting,adolph.kertzmann@hotmail.com,348,false
378,2,Jack,Tremblay,johnnie.lemke@hotmail.com,185,false
379,2,Jovita,Kulas,harris.welch@gmail.com,233,true
380,2,Corrine,O'Keefe,lakeshia.medhurst@yahoo.com,182,true
381,2,Denis,Bayer,shemeka.turcotte@gmail.com,112,false
382,1,Rodrick,Rosenbaum,mozell.welch@hotmail.com,60,false
383,2,Grazyna,Goldner,tonya.balistreri@hotmail.com,313,false
384,1,Hans,Borer,earlean.heller@yahoo.com,389,false
385,1,Branden,Lynch,jeanna.veum@hotmail.com,44,true
386,1,Lewis,McGlynn,omar.altenwerth@hotmail.com,376,false
387,2,Ambrose,Hamill,shila.koepp@yahoo.com,192,true
388,2,Iola,Nikolaus,saul.lowe@yahoo.com,475,false
389,1,Danica,Wolf,vince.streich@gmail.com,461,false
390,1,Hazel,Olson,nadine.heathcote@yahoo.com,77,false
391,1,Bert,Barton,mindi.lakin@gmail.com,250,false
392,1,Jenae,Upton,nicole.kohler@gmail.com,208,false
393,2,Augustine,Kreiger,leslie.toy@yahoo.com,397,true
394,2,Harmony,Casper,everette.sawayn@gmail.com,197,false
395,2,Etta,O'Keefe,lon.pollich@yahoo.com,450,false
396,1,Enrique,Lehner,willene.volkman@gmail.com,79,true
397,2,Melva,Mertz,ernie.goyette@gmail.com,64,true
398,1,Whitney,Gibson,dannie.parisian@hotmail.com,235,false
399,1,Chantelle,Nikolaus,cyrus.nienow@gmail.com,55,true
400,2,Tia,Tremblay,clarissa.kassulke@hotmail.com,93,true
401,2,Shirleen,Carroll,val.schmidt@hotmail.com,444,false
402,2,Hubert,Trantow,ana.hegmann@hotmail.com,192,false
403,2,Kathey,Howell,abel.hirthe@yahoo.com,153,false
404,1,Barney,Rohan,katharyn.davis@gmail.com,63,true
405,2,Eveline,Price,jesse.wolf@yahoo.com,210,false
406,1,Miles,Kulas,neda.wintheiser@gmail.com,440,false
407,1,Skye,Mraz,lurlene.prosacco@yahoo.com,45,false
408,1,Kemberly,McGlynn,johnathon.cartwright@yahoo.com,416,true
409,2,Demetra,Dooley,mark.quitzon@gmail.com,376,false
410,1,Del,Rosenbaum,israel.lueilwitz@gmail.com,448,true
411,1,Miles,Predovic,dante.rice@hotmail.com,98,false
412,2,Ashley,Grant,jonathon.wilderman@yahoo.com,336,true
413,2,Adrianne,Legros,clifton.witting@hotmail.com,420,false
414,1,Huey,Zulauf,ophelia.marvin@gmail.com,314,true
415,2,Antonia,Keeling,wilda.howe@yahoo.com,181,false
416,2,Rupert,Bashirian,vena.witting@gmail.com,203,true
417,2,Trinity,Jerde,granville.sawayn@hotmail.com,29,false
418,1,Ronnie,Kub,bob.ferry@yahoo.com,431,true
419,1,Evelia,Strosin,gaynell.predovic@gmail.com,149,false
420,2,Lakesha,Erdman,rudy.hagenes@hotmail.com,18,true
421,1,Lachelle,Friesen,clyde.stroman@gmail.com,180,true
422,1,Corrinne,Kling,darrin.kemmer@hotmail.com,122,true
423,1,Del,McDermott,ray.krajcik@yahoo.com,372,true
424,1,Mickey,Ankunding,edmond.thiel@gmail.com,244,false
425,2,Shante,Kunde,gil.hagenes@yahoo.com,370,false
426,2,Ulysses,Heaney,kristopher.lehner@yahoo.com,329,false
427,2,Rosia,Hettinger,garth.leuschke@hotmail.com,189,true
